zip,state,county,city_town,climate_zone,moisture_regime
28103,NC,UNION,MARSHVILLE,3,moist
28104,NC,UNION,MATTHEWS,3,moist
28105,NC,MECKLENBURG,MATTHEWS,3,moist
28106,NC,MECKLENBURG,MATTHEWS,3,moist
28107,NC,CABARRUS,MIDLAND,3,moist
28108,NC,UNION,MINERAL SPRINGS,3,moist
28109,NC,STANLY,MISENHEIMER,3,moist
28110,NC,UNION,MONROE,3,moist
28111,NC,UNION,MONROE,3,moist
28112,NC,UNION,MONROE,3,moist
28114,NC,CLEVELAND,MOORESBORO,4,moist
28115,NC,IREDELL,MOORESVILLE,4,moist
28117,NC,IREDELL,MOORESVILLE,4,moist
28119,NC,ANSON,MORVEN,3,moist
28120,NC,GASTON,MOUNT HOLLY,3,moist
28123,NC,IREDELL,MOUNT MOURNE,4,moist
28124,NC,CABARRUS,MOUNT PLEASANT,3,moist
28125,NC,ROWAN,MOUNT ULLA,3,moist
28126,NC,MECKLENBURG,NEWELL,3,moist
28127,NC,STANLY,NEW LONDON,3,moist
28128,NC,STANLY,NORWOOD,3,moist
28129,NC,STANLY,OAKBORO,3,moist
28130,NC,MECKLENBURG,PAW CREEK,3,moist
28133,NC,ANSON,PEACHLAND,3,moist
28134,NC,MECKLENBURG,PINEVILLE,3,moist
28135,NC,ANSON,POLKTON,3,moist
28136,NC,CLEVELAND,POLKVILLE,4,moist
28137,NC,STANLY,RICHFIELD,3,moist
28138,NC,ROWAN,ROCKWELL,3,moist
28139,NC,RUTHERFORD,RUTHERFORDTON,4,moist
28144,NC,ROWAN,SALISBURY,3,moist
28145,NC,ROWAN,SALISBURY,3,moist
28146,NC,ROWAN,SALISBURY,3,moist
28147,NC,ROWAN,SALISBURY,3,moist
28150,NC,CLEVELAND,SHELBY,4,moist
28151,NC,CLEVELAND,SHELBY,4,moist
28152,NC,CLEVELAND,SHELBY,4,moist
28159,NC,ROWAN,SPENCER,3,moist
28160,NC,RUTHERFORD,SPINDALE,4,moist
28163,NC,STANLY,STANFIELD,3,moist
28164,NC,GASTON,STANLEY,3,moist
28166,NC,IREDELL,TROUTMAN,4,moist
28167,NC,RUTHERFORD,UNION MILLS,4,moist
28168,NC,LINCOLN,VALE,4,moist
28169,NC,CLEVELAND,WACO,4,moist
28170,NC,ANSON,WADESBORO,3,moist
28173,NC,UNION,WAXHAW,3,moist
28174,NC,UNION,WINGATE,3,moist
28201,NC,MECKLENBURG,CHARLOTTE,3,moist
28202,NC,MECKLENBURG,CHARLOTTE,3,moist
28203,NC,MECKLENBURG,CHARLOTTE,3,moist
28204,NC,MECKLENBURG,CHARLOTTE,3,moist
28205,NC,MECKLENBURG,CHARLOTTE,3,moist
28206,NC,MECKLENBURG,CHARLOTTE,3,moist
28207,NC,MECKLENBURG,CHARLOTTE,3,moist
28208,NC,MECKLENBURG,CHARLOTTE,3,moist
28209,NC,MECKLENBURG,CHARLOTTE,3,moist
28210,NC,MECKLENBURG,CHARLOTTE,3,moist
28211,NC,MECKLENBURG,CHARLOTTE,3,moist
28212,NC,MECKLENBURG,CHARLOTTE,3,moist
28213,NC,MECKLENBURG,CHARLOTTE,3,moist
28214,NC,MECKLENBURG,CHARLOTTE,3,moist
28215,NC,MECKLENBURG,CHARLOTTE,3,moist
28216,NC,MECKLENBURG,CHARLOTTE,3,moist
28217,NC,MECKLENBURG,CHARLOTTE,3,moist
28218,NC,MECKLENBURG,CHARLOTTE,3,moist
28219,NC,MECKLENBURG,CHARLOTTE,3,moist
28220,NC,MECKLENBURG,CHARLOTTE,3,moist
28221,NC,MECKLENBURG,CHARLOTTE,3,moist
28222,NC,MECKLENBURG,CHARLOTTE,3,moist
28223,NC,MECKLENBURG,CHARLOTTE,3,moist
28224,NC,MECKLENBURG,CHARLOTTE,3,moist
28226,NC,MECKLENBURG,CHARLOTTE,3,moist
28227,NC,MECKLENBURG,CHARLOTTE,3,moist
28228,NC,MECKLENBURG,CHARLOTTE,3,moist
28229,NC,MECKLENBURG,CHARLOTTE,3,moist
28230,NC,MECKLENBURG,CHARLOTTE,3,moist
28231,NC,MECKLENBURG,CHARLOTTE,3,moist
28232,NC,MECKLENBURG,CHARLOTTE,3,moist
28233,NC,MECKLENBURG,CHARLOTTE,3,moist
28234,NC,MECKLENBURG,CHARLOTTE,3,moist
28235,NC,MECKLENBURG,CHARLOTTE,3,moist
28236,NC,MECKLENBURG,CHARLOTTE,3,moist
28237,NC,MECKLENBURG,CHARLOTTE,3,moist
28241,NC,MECKLENBURG,CHARLOTTE,3,moist
28244,NC,MECKLENBURG,CHARLOTTE,3,moist
28246,NC,MECKLENBURG,CHARLOTTE,3,moist
28247,NC,MECKLENBURG,CHARLOTTE,3,moist
28253,NC,MECKLENBURG,CHARLOTTE,3,moist
28254,NC,MECKLENBURG,CHARLOTTE,3,moist
28255,NC,MECKLENBURG,CHARLOTTE,3,moist
28256,NC,MECKLENBURG,CHARLOTTE,3,moist
28260,NC,MECKLENBURG,CHARLOTTE,3,moist
28262,NC,MECKLENBURG,CHARLOTTE,3,moist
28263,NC,MECKLENBURG,CHARLOTTE,3,moist
28265,NC,MECKLENBURG,CHARLOTTE,3,moist
28266,NC,MECKLENBURG,CHARLOTTE,3,moist
28269,NC,MECKLENBURG,CHARLOTTE,3,moist
28270,NC,MECKLENBURG,CHARLOTTE,3,moist
28271,NC,MECKLENBURG,CHARLOTTE,3,moist
28272,NC,MECKLENBURG,CHARLOTTE,3,moist
28273,NC,MECKLENBURG,CHARLOTTE,3,moist
28274,NC,MECKLENBURG,CHARLOTTE,3,moist
28277,NC,MECKLENBURG,CHARLOTTE,3,moist
28278,NC,MECKLENBURG,CHARLOTTE,3,moist
28280,NC,MECKLENBURG,CHARLOTTE,3,moist
28281,NC,MECKLENBURG,CHARLOTTE,3,moist
28282,NC,MECKLENBURG,CHARLOTTE,3,moist
28284,NC,MECKLENBURG,CHARLOTTE,3,moist
28285,NC,MECKLENBURG,CHARLOTTE,3,moist
28287,NC,MECKLENBURG,CHARLOTTE,3,moist
28288,NC,MECKLENBURG,CHARLOTTE,3,moist
28297,NC,MECKLENBURG,CHARLOTTE,3,moist
28299,NC,MECKLENBURG,CHARLOTTE,3,moist
28301,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28302,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28303,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28304,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28305,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28306,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28307,NC,CUMBERLAND,FORT BRAGG,3,moist
28308,NC,CUMBERLAND,POPE ARMY AIRFIELD,3,moist
28309,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28310,NC,CUMBERLAND,FORT BRAGG,3,moist
28311,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28312,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28314,NC,CUMBERLAND,FAYETTEVILLE,3,moist
28315,NC,MOORE,ABERDEEN,3,moist
28318,NC,SAMPSON,AUTRYVILLE,3,moist
28319,NC,ROBESON,BARNESVILLE,3,moist
28320,NC,BLADEN,BLADENBORO,3,moist
28323,NC,HARNETT,BUNNLEVEL,4,moist
28325,NC,DUPLIN,CALYPSO,3,moist
28326,NC,HARNETT,CAMERON,4,moist
28327,NC,MOORE,CARTHAGE,3,moist
28328,NC,SAMPSON,CLINTON,3,moist
28329,NC,SAMPSON,CLINTON,3,moist
28330,NC,RICHMOND,CORDOVA,3,moist
28331,NC,CUMBERLAND,CUMBERLAND,3,moist
28332,NC,BLADEN,DUBLIN,3,moist
28333,NC,WAYNE,DUDLEY,3,moist
28334,NC,HARNETT,DUNN,4,moist
28335,NC,HARNETT,DUNN,4,moist
28337,NC,BLADEN,ELIZABETHTOWN,3,moist
28338,NC,RICHMOND,ELLERBE,3,moist
28339,NC,HARNETT,ERWIN,4,moist
28340,NC,ROBESON,FAIRMONT,3,moist
28341,NC,DUPLIN,FAISON,3,moist
28342,NC,CUMBERLAND,FALCON,3,moist
28343,NC,SCOTLAND,GIBSON,3,moist
28344,NC,SAMPSON,GODWIN,3,moist
28345,NC,RICHMOND,HAMLET,3,moist
28347,NC,RICHMOND,HOFFMAN,3,moist
28348,NC,CUMBERLAND,HOPE MILLS,3,moist
28349,NC,DUPLIN,KENANSVILLE,3,moist
28350,NC,MOORE,LAKEVIEW,3,moist
28351,NC,SCOTLAND,LAUREL HILL,3,moist
28352,NC,SCOTLAND,LAURINBURG,3,moist
28353,NC,SCOTLAND,LAURINBURG,3,moist
28355,NC,LEE,LEMON SPRINGS,4,moist
28356,NC,CUMBERLAND,LINDEN,3,moist
28357,NC,ROBESON,LUMBER BRIDGE,3,moist
28358,NC,ROBESON,LUMBERTON,3,moist
28359,NC,ROBESON,LUMBERTON,3,moist
28360,NC,ROBESON,LUMBERTON,3,moist
28362,NC,ROBESON,MARIETTA,3,moist
28363,NC,RICHMOND,MARSTON,3,moist
28364,NC,ROBESON,MAXTON,3,moist
28365,NC,WAYNE,MOUNT OLIVE,3,moist
28366,NC,SAMPSON,NEWTON GROVE,3,moist
28367,NC,RICHMOND,NORMAN,3,moist
28368,NC,HARNETT,OLIVIA,4,moist
28369,NC,ROBESON,ORRUM,3,moist
28370,NC,MOORE,PINEHURST,3,moist
28371,NC,ROBESON,PARKTON,3,moist
28372,NC,ROBESON,PEMBROKE,3,moist
28373,NC,MOORE,PINEBLUFF,3,moist
28374,NC,MOORE,PINEHURST,3,moist
28375,NC,ROBESON,PROCTORVILLE,3,moist
28376,NC,HOKE,RAEFORD,3,moist
28377,NC,ROBESON,RED SPRINGS,3,moist
28378,NC,ROBESON,REX,3,moist
28379,NC,RICHMOND,ROCKINGHAM,3,moist
28380,NC,RICHMOND,ROCKINGHAM,3,moist
28382,NC,SAMPSON,ROSEBORO,3,moist
28383,NC,ROBESON,ROWLAND,3,moist
28384,NC,ROBESON,SAINT PAULS,3,moist
28385,NC,SAMPSON,SALEMBURG,3,moist
28386,NC,ROBESON,SHANNON,3,moist
28387,NC,MOORE,SOUTHERN PINES,3,moist
28388,NC,MOORE,SOUTHERN PINES,3,moist
28390,NC,CUMBERLAND,SPRING LAKE,3,moist
28391,NC,CUMBERLAND,STEDMAN,3,moist
28392,NC,BLADEN,TAR HEEL,3,moist
28393,NC,SAMPSON,TURKEY,3,moist
28394,NC,MOORE,VASS,3,moist
28395,NC,CUMBERLAND,WADE,3,moist
28396,NC,SCOTLAND,WAGRAM,3,moist
28398,NC,DUPLIN,WARSAW,3,moist
28399,NC,BLADEN,WHITE OAK,3,moist
28401,NC,NEW HANOVER,WILMINGTON,3,moist
28402,NC,NEW HANOVER,WILMINGTON,3,moist
28403,NC,NEW HANOVER,WILMINGTON,3,moist
28404,NC,NEW HANOVER,WILMINGTON,3,moist
28405,NC,NEW HANOVER,WILMINGTON,3,moist
28406,NC,NEW HANOVER,WILMINGTON,3,moist
28407,NC,NEW HANOVER,WILMINGTON,3,moist
28408,NC,NEW HANOVER,WILMINGTON,3,moist
28409,NC,NEW HANOVER,WILMINGTON,3,moist
28411,NC,NEW HANOVER,WILMINGTON,3,moist
28412,NC,NEW HANOVER,WILMINGTON,3,moist
28420,NC,BRUNSWICK,ASH,3,moist
28421,NC,PENDER,ATKINSON,3,moist
28422,NC,BRUNSWICK,BOLIVIA,3,moist
28423,NC,COLUMBUS,BOLTON,3,moist
28424,NC,COLUMBUS,BRUNSWICK,3,moist
28425,NC,PENDER,BURGAW,3,moist
28428,NC,NEW HANOVER,CAROLINA BEACH,3,moist
28429,NC,NEW HANOVER,CASTLE HAYNE,3,moist
28430,NC,COLUMBUS,CERRO GORDO,3,moist
28431,NC,COLUMBUS,CHADBOURN,3,moist
28432,NC,COLUMBUS,CLARENDON,3,moist
28433,NC,BLADEN,CLARKTON,3,moist
28434,NC,BLADEN,COUNCIL,3,moist
28435,NC,PENDER,CURRIE,3,moist
28436,NC,COLUMBUS,DELCO,3,moist
28438,NC,COLUMBUS,EVERGREEN,3,moist
28439,NC,COLUMBUS,FAIR BLUFF,3,moist
28441,NC,SAMPSON,GARLAND,3,moist
28442,NC,COLUMBUS,HALLSBORO,3,moist
28443,NC,PENDER,HAMPSTEAD,3,moist
28444,NC,SAMPSON,HARRELLS,3,moist
28445,NC,ONSLOW,HOLLY RIDGE,3,moist
28447,NC,SAMPSON,IVANHOE,3,moist
28448,NC,BLADEN,KELLY,3,moist
28449,NC,NEW HANOVER,KURE BEACH,3,moist
28450,NC,COLUMBUS,LAKE WACCAMAW,3,moist
28451,NC,BRUNSWICK,LELAND,3,moist
28452,NC,BRUNSWICK,LONGWOOD,3,moist
28453,NC,DUPLIN,MAGNOLIA,3,moist
28454,NC,PENDER,MAPLE HILL,3,moist
28455,NC,COLUMBUS,NAKINA,3,moist
28456,NC,COLUMBUS,RIEGELWOOD,3,moist
28457,NC,PENDER,ROCKY POINT,3,moist
28458,NC,DUPLIN,ROSE HILL,3,moist
28459,NC,BRUNSWICK,SHALLOTTE,3,moist
28460,NC,ONSLOW,SNEADS FERRY,3,moist
28461,NC,BRUNSWICK,SOUTHPORT,3,moist
28462,NC,BRUNSWICK,SUPPLY,3,moist
28463,NC,COLUMBUS,TABOR CITY,3,moist
28464,NC,DUPLIN,TEACHEY,3,moist
28465,NC,BRUNSWICK,OAK ISLAND,3,moist
28466,NC,DUPLIN,WALLACE,3,moist
28467,NC,BRUNSWICK,CALABASH,3,moist
28468,NC,BRUNSWICK,SUNSET BEACH,3,moist
28469,NC,BRUNSWICK,OCEAN ISLE BEACH,3,moist
28470,NC,BRUNSWICK,SHALLOTTE,3,moist
28472,NC,COLUMBUS,WHITEVILLE,3,moist
28478,NC,PENDER,WILLARD,3,moist
28479,NC,BRUNSWICK,WINNABOW,3,moist
28480,NC,NEW HANOVER,WRIGHTSVILLE BEACH,3,moist
28501,NC,LENOIR,KINSTON,3,moist
28502,NC,LENOIR,KINSTON,3,moist
28503,NC,LENOIR,KINSTON,3,moist
28504,NC,LENOIR,KINSTON,3,moist
28508,NC,DUPLIN,ALBERTSON,3,moist
28509,NC,PAMLICO,ALLIANCE,3,moist
28510,NC,PAMLICO,ARAPAHOE,3,moist
28511,NC,CARTERET,ATLANTIC,3,moist
28512,NC,CARTERET,ATLANTIC BEACH,3,moist
28513,NC,PITT,AYDEN,3,moist
28515,NC,PAMLICO,BAYBORO,3,moist
28516,NC,CARTERET,BEAUFORT,3,moist
28518,NC,DUPLIN,BEULAVILLE,3,moist
28519,NC,CRAVEN,BRIDGETON,3,moist
28520,NC,CARTERET,CEDAR ISLAND,3,moist
28521,NC,DUPLIN,CHINQUAPIN,3,moist
28523,NC,CRAVEN,COVE CITY,3,moist
28524,NC,CARTERET,DAVIS,3,moist
28525,NC,LENOIR,DEEP RUN,3,moist
28526,NC,CRAVEN,DOVER,3,moist
28527,NC,CRAVEN,ERNUL,3,moist
28528,NC,CARTERET,GLOUCESTER,3,moist
28529,NC,PAMLICO,GRANTSBORO,3,moist
28530,NC,PITT,GRIFTON,3,moist
28531,NC,CARTERET,HARKERS ISLAND,3,moist
28532,NC,CRAVEN,HAVELOCK,3,moist
28533,NC,CRAVEN,CHERRY POINT,3,moist
28537,NC,PAMLICO,HOBUCKEN,3,moist
28538,NC,GREENE,HOOKERTON,3,moist
28539,NC,ONSLOW,HUBERT,3,moist
28540,NC,ONSLOW,JACKSONVILLE,3,moist
28541,NC,ONSLOW,JACKSONVILLE,3,moist
28542,NC,ONSLOW,CAMP LEJEUNE,3,moist
28543,NC,ONSLOW,TARAWA TERRACE,3,moist
28544,NC,ONSLOW,MIDWAY PARK,3,moist
28545,NC,ONSLOW,MCCUTCHEON FIELD,3,moist
28546,NC,ONSLOW,JACKSONVILLE,3,moist
28547,NC,ONSLOW,CAMP LEJEUNE,3,moist
28551,NC,LENOIR,LA GRANGE,3,moist
28552,NC,PAMLICO,LOWLAND,3,moist
28553,NC,CARTERET,MARSHALLBERG,3,moist
28554,NC,GREENE,MAURY,3,moist
28555,NC,JONES,MAYSVILLE,3,moist
28556,NC,PAMLICO,MERRITT,3,moist
28557,NC,CARTERET,MOREHEAD CITY,3,moist
28560,NC,CRAVEN,NEW BERN,3,moist
28561,NC,CRAVEN,NEW BERN,3,moist
28562,NC,CRAVEN,NEW BERN,3,moist
28563,NC,CRAVEN,NEW BERN,3,moist
28564,NC,CRAVEN,NEW BERN,3,moist
28570,NC,CARTERET,NEWPORT,3,moist
28571,NC,PAMLICO,ORIENTAL,3,moist
28572,NC,LENOIR,PINK HILL,3,moist
28573,NC,JONES,POLLOCKSVILLE,3,moist
28574,NC,ONSLOW,RICHLANDS,3,moist
28575,NC,CARTERET,SALTER PATH,3,moist
28577,NC,CARTERET,SEALEVEL,3,moist
28578,NC,WAYNE,SEVEN SPRINGS,3,moist
28579,NC,CARTERET,SMYRNA,3,moist
28580,NC,GREENE,SNOW HILL,3,moist
28581,NC,CARTERET,STACY,3,moist
28582,NC,CARTERET,STELLA,3,moist
28583,NC,PAMLICO,STONEWALL,3,moist
28584,NC,ONSLOW,SWANSBORO,3,moist
28585,NC,JONES,TRENTON,3,moist
28586,NC,CRAVEN,VANCEBORO,3,moist
28587,NC,PAMLICO,VANDEMERE,3,moist
28589,NC,CARTERET,WILLISTON,3,moist
28590,NC,PITT,WINTERVILLE,3,moist
28594,NC,CARTERET,EMERALD ISLE,3,moist
28601,NC,CATAWBA,HICKORY,4,moist
28602,NC,CATAWBA,HICKORY,4,moist
28603,NC,CATAWBA,HICKORY,4,moist
28604,NC,AVERY,BANNER ELK,5,moist
28605,NC,WATAUGA,BLOWING ROCK,5,moist
28606,NC,WILKES,BOOMER,4,moist
28607,NC,WATAUGA,BOONE,5,moist
28608,NC,WATAUGA,BOONE,5,moist
28609,NC,CATAWBA,CATAWBA,4,moist
28610,NC,CATAWBA,CLAREMONT,4,moist
28611,NC,CALDWELL,COLLETTSVILLE,4,moist
28612,NC,BURKE,CONNELLY SPRINGS,4,moist
28613,NC,CATAWBA,CONOVER,4,moist
28615,NC,ASHE,CRESTON,5,moist
28616,NC,AVERY,CROSSNORE,5,moist
28617,NC,ASHE,CRUMPLER,5,moist
28618,NC,WATAUGA,DEEP GAP,5,moist
28619,NC,BURKE,DREXEL,4,moist
28621,NC,SURRY,ELKIN,4,moist
28622,NC,AVERY,ELK PARK,5,moist
28623,NC,ALLEGHANY,ENNICE,5,moist
28624,NC,WILKES,FERGUSON,4,moist
28625,NC,IREDELL,STATESVILLE,4,moist
28626,NC,ASHE,FLEETWOOD,5,moist
28627,NC,ALLEGHANY,GLADE VALLEY,5,moist
28628,NC,BURKE,GLEN ALPINE,4,moist
28629,NC,ASHE,GLENDALE SPRINGS,5,moist
28630,NC,CALDWELL,GRANITE FALLS,4,moist
28631,NC,ASHE,GRASSY CREEK,5,moist
28633,NC,CALDWELL,LENOIR,4,moist
28634,NC,IREDELL,HARMONY,4,moist
28635,NC,WILKES,HAYS,4,moist
28636,NC,ALEXANDER,HIDDENITE,4,moist
28637,NC,BURKE,HILDEBRAN,4,moist
28638,NC,CALDWELL,HUDSON,4,moist
28640,NC,ASHE,JEFFERSON,5,moist
28641,NC,BURKE,JONAS RIDGE,4,moist
28642,NC,YADKIN,JONESVILLE,4,moist
28643,NC,ASHE,LANSING,5,moist
28644,NC,ALLEGHANY,LAUREL SPRINGS,5,moist
28645,NC,CALDWELL,LENOIR,4,moist
28646,NC,AVERY,LINVILLE,5,moist
28647,NC,BURKE,LINVILLE FALLS,4,moist
28649,NC,WILKES,MC GRADY,4,moist
28650,NC,CATAWBA,MAIDEN,4,moist
28651,NC,WILKES,MILLERS CREEK,4,moist
28652,NC,AVERY,MINNEAPOLIS,5,moist
28653,NC,AVERY,MONTEZUMA,5,moist
28654,NC,WILKES,MORAVIAN FALLS,4,moist
28655,NC,BURKE,MORGANTON,4,moist
28656,NC,WILKES,NORTH WILKESBORO,4,moist
28657,NC,AVERY,NEWLAND,5,moist
28658,NC,CATAWBA,NEWTON,4,moist
28659,NC,WILKES,NORTH WILKESBORO,4,moist
28660,NC,IREDELL,OLIN,4,moist
28661,NC,CALDWELL,PATTERSON,4,moist
28662,NC,AVERY,PINEOLA,5,moist
28663,NC,ALLEGHANY,PINEY CREEK,5,moist
28664,NC,AVERY,PLUMTREE,5,moist
28665,NC,WILKES,PURLEAR,4,moist
28666,NC,BURKE,ICARD,4,moist
28667,NC,CALDWELL,RHODHISS,4,moist
28668,NC,ALLEGHANY,ROARING GAP,5,moist
28669,NC,WILKES,ROARING RIVER,4,moist
28670,NC,WILKES,RONDA,4,moist
28671,NC,BURKE,RUTHERFORD COLLEGE,4,moist
28672,NC,ASHE,SCOTTVILLE,5,moist
28673,NC,CATAWBA,SHERRILLS FORD,4,moist
28675,NC,ALLEGHANY,SPARTA,5,moist
28676,NC,SURRY,STATE ROAD,4,moist
28677,NC,IREDELL,STATESVILLE,4,moist
28678,NC,ALEXANDER,STONY POINT,4,moist
28679,NC,WATAUGA,SUGAR GROVE,5,moist
28680,NC,BURKE,MORGANTON,4,moist
28681,NC,ALEXANDER,TAYLORSVILLE,4,moist
28682,NC,CATAWBA,TERRELL,4,moist
28683,NC,WILKES,THURMOND,4,moist
28684,NC,ASHE,TODD,5,moist
28685,NC,WILKES,TRAPHILL,4,moist
28687,NC,IREDELL,STATESVILLE,4,moist
28689,NC,IREDELL,UNION GROVE,4,moist
28690,NC,BURKE,VALDESE,4,moist
28691,NC,WATAUGA,VALLE CRUCIS,5,moist
28692,NC,WATAUGA,VILAS,5,moist
28693,NC,ASHE,WARRENSVILLE,5,moist
28694,NC,ASHE,WEST JEFFERSON,5,moist
28697,NC,WILKES,WILKESBORO,4,moist
28698,NC,WATAUGA,ZIONVILLE,5,moist
28699,NC,IREDELL,SCOTTS,4,moist
28701,NC,BUNCOMBE,ALEXANDER,4,moist
28702,NC,SWAIN,ALMOND,4,moist
28704,NC,BUNCOMBE,ARDEN,4,moist
28705,NC,MITCHELL,BAKERSVILLE,5,moist
28707,NC,JACKSON,BALSAM,4,moist
28708,NC,TRANSYLVANIA,BALSAM GROVE,4,moist
28709,NC,BUNCOMBE,BARNARDSVILLE,4,moist
28710,NC,HENDERSON,BAT CAVE,4,moist
28711,NC,BUNCOMBE,BLACK MOUNTAIN,4,moist
28712,NC,TRANSYLVANIA,BREVARD,4,moist
28713,NC,SWAIN,BRYSON CITY,4,moist
28714,NC,YANCEY,BURNSVILLE,5,moist
28715,NC,BUNCOMBE,CANDLER,4,moist
28716,NC,HAYWOOD,CANTON,4,moist
28717,NC,JACKSON,CASHIERS,4,moist
28718,NC,TRANSYLVANIA,CEDAR MOUNTAIN,4,moist
28719,NC,SWAIN,CHEROKEE,4,moist
28720,NC,RUTHERFORD,CHIMNEY ROCK,4,moist
28721,NC,HAYWOOD,CLYDE,4,moist
28722,NC,POLK,COLUMBUS,4,moist
28723,NC,JACKSON,CULLOWHEE,4,moist
28724,NC,HENDERSON,DANA,4,moist
28725,NC,JACKSON,DILLSBORO,4,moist
28726,NC,HENDERSON,EAST FLAT ROCK,4,moist
28727,NC,HENDERSON,EDNEYVILLE,4,moist
28728,NC,BUNCOMBE,ENKA,4,moist
28729,NC,HENDERSON,ETOWAH,4,moist
28730,NC,BUNCOMBE,FAIRVIEW,4,moist
28731,NC,HENDERSON,FLAT ROCK,4,moist
28732,NC,HENDERSON,FLETCHER,4,moist
28733,NC,GRAHAM,FONTANA DAM,4,moist
28734,NC,MACON,FRANKLIN,4,moist
28735,NC,HENDERSON,GERTON,4,moist
28736,NC,JACKSON,GLENVILLE,4,moist
28738,NC,HAYWOOD,HAZELWOOD,4,moist
28739,NC,HENDERSON,HENDERSONVILLE,4,moist
28740,NC,YANCEY,GREEN MOUNTAIN,5,moist
28741,NC,MACON,HIGHLANDS,4,moist
28742,NC,HENDERSON,HORSE SHOE,4,moist
28743,NC,MADISON,HOT SPRINGS,4,moist
28744,NC,MACON,FRANKLIN,4,moist
28745,NC,HAYWOOD,LAKE JUNALUSKA,4,moist
28746,NC,RUTHERFORD,LAKE LURE,4,moist
28747,NC,TRANSYLVANIA,LAKE TOXAWAY,4,moist
28748,NC,BUNCOMBE,LEICESTER,4,moist
28749,NC,MCDOWELL,LITTLE SWITZERLAND,4,moist
28750,NC,POLK,LYNN,4,moist
28751,NC,HAYWOOD,MAGGIE VALLEY,4,moist
28752,NC,MCDOWELL,MARION,4,moist
28753,NC,MADISON,MARSHALL,4,moist
28754,NC,MADISON,MARS HILL,4,moist
28755,NC,YANCEY,MICAVILLE,5,moist
28756,NC,POLK,MILL SPRING,4,moist
28757,NC,BUNCOMBE,MONTREAT,4,moist
28758,NC,HENDERSON,MOUNTAIN HOME,4,moist
28759,NC,HENDERSON,MILLS RIVER,4,moist
28760,NC,HENDERSON,NAPLES,4,moist
28761,NC,MCDOWELL,NEBO,4,moist
28762,NC,MCDOWELL,OLD FORT,4,moist
28763,NC,MACON,OTTO,4,moist
28765,NC,MITCHELL,PENLAND,5,moist
28766,NC,TRANSYLVANIA,PENROSE,4,moist
28768,NC,TRANSYLVANIA,PISGAH FOREST,4,moist
28770,NC,BUNCOMBE,RIDGECREST,4,moist
28771,NC,GRAHAM,ROBBINSVILLE,4,moist
28772,NC,TRANSYLVANIA,ROSMAN,4,moist
28773,NC,POLK,SALUDA,4,moist
28774,NC,TRANSYLVANIA,SAPPHIRE,4,moist
28775,NC,MACON,SCALY MOUNTAIN,4,moist
28776,NC,BUNCOMBE,SKYLAND,4,moist
28777,NC,MITCHELL,SPRUCE PINE,5,moist
28778,NC,BUNCOMBE,SWANNANOA,4,moist
28779,NC,JACKSON,SYLVA,4,moist
28781,NC,CHEROKEE,TOPTON,4,moist
28782,NC,POLK,TRYON,4,moist
28783,NC,JACKSON,TUCKASEGEE,4,moist
28784,NC,HENDERSON,TUXEDO,4,moist
28785,NC,HAYWOOD,WAYNESVILLE,4,moist
28786,NC,HAYWOOD,WAYNESVILLE,4,moist
28787,NC,BUNCOMBE,WEAVERVILLE,4,moist
28788,NC,JACKSON,WEBSTER,4,moist
28789,NC,JACKSON,WHITTIER,4,moist
28790,NC,HENDERSON,ZIRCONIA,4,moist
28791,NC,HENDERSON,HENDERSONVILLE,4,moist
28792,NC,HENDERSON,HENDERSONVILLE,4,moist
28793,NC,HENDERSON,HENDERSONVILLE,4,moist
28801,NC,BUNCOMBE,ASHEVILLE,4,moist
28802,NC,BUNCOMBE,ASHEVILLE,4,moist
28803,NC,BUNCOMBE,ASHEVILLE,4,moist
28804,NC,BUNCOMBE,ASHEVILLE,4,moist
28805,NC,BUNCOMBE,ASHEVILLE,4,moist
28806,NC,BUNCOMBE,ASHEVILLE,4,moist
28810,NC,BUNCOMBE,ASHEVILLE,4,moist
28813,NC,BUNCOMBE,ASHEVILLE,4,moist
28814,NC,BUNCOMBE,ASHEVILLE,4,moist
28815,NC,BUNCOMBE,ASHEVILLE,4,moist
28816,NC,BUNCOMBE,ASHEVILLE,4,moist
28901,NC,CHEROKEE,ANDREWS,4,moist
28902,NC,CLAY,BRASSTOWN,4,moist
28904,NC,CLAY,HAYESVILLE,4,moist
28905,NC,CHEROKEE,MARBLE,4,moist
28906,NC,CHEROKEE,MURPHY,4,moist
28909,NC,CLAY,WARNE,4,moist
29001,SC,CLARENDON,ALCOLU,3,moist
29002,SC,RICHLAND,BALLENTINE,3,moist
29003,SC,BAMBERG,BAMBERG,3,moist
29006,SC,LEXINGTON,BATESBURG,3,moist
29009,SC,KERSHAW,BETHUNE,3,moist
29010,SC,LEE,BISHOPVILLE,3,moist
29014,SC,CHESTER,BLACKSTOCK,3,moist
29015,SC,FAIRFIELD,BLAIR,3,moist
